"title","release","day_audience","total_audience","day23_audience","total23_audience","day23_screen","screen","Nationality","distributor","grade","genre","director","actor","date","day","weekday","dire_score","agency_score","actors_score","expect","Netizen_score","ranks_sum","SF","family","horror","documentary","drama","romance","musical","mystery","crime","historyy","western","adult","thrill","animation","action","adventure","war","comedy","fantasy","X18","all","X15","USA","KOR","first_day_audience","holiday"
"친구2","2013-11-14",5,2969900,17787,2859659,309,753,"한국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션","곽경택","유오성,주진모,김우빈,김미진,최종석,한기준,문혜지,황순영,신승찬,양혜경,이재덕,정종호,정현수,이준혁,장영남,이철민,이동훈,기주봉,정호빈,한재영,지승현","2013-12-23",40,"월요일",3,4,7,"0",6.23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,312308,0
"친정엄마","2010-04-22",107,467685,2390,443879,84,264,"한국","(주)싸이더스","전체관람가","드라마,가족","유성엽","김해숙,박진희,정현주,신창수,박준호,최태영,최혜경,권오현,강주연,서원상,최선영,장지연,김태훈,이전환,이미도,조영진","2010-05-31",40,"월요일",0,2,5,"0",9.26,1.857,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30438,0
"카3새로운도전","2017-07-13",11,487678,859,482802,19,530,"미국","월트디즈니컴퍼니코리아유한책임회사","전체관람가","애니메이션,어드벤처,코미디,가족","브라이언피","아미해머,나단필리온,오웬윌슨","2017-08-21",40,"월요일",0,2,2,"3,006",8.51,1.429,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,21801,0
"카트","2014-11-13",632,810036,1866,792353,56,533,"한국","(주)리틀빅픽쳐스","12세이상관람가","드라마","부지영","염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현","2014-12-22",40,"월요일",0,1,25,"48,999",8.62,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131456,0
"카페소사이어티","2016-09-14",278,124904,643,117657,36,199,"미국","CGV아트하우스","15세이상관람가","멜로/로맨스,드라마","우디앨런","제시아이젠버그,크리스틴스튜어트,스티브카렐,블레이크라이블리","2016-10-23",40,"일요일",0,2,9,"824",7.78,0.571,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13871,1
"캐롤","2016-02-04",273,312199,1897,292641,52,153,"미국","CGV아트하우스","청소년관람불가","드라마","토드헤인즈","케이트블란쳇,루니마라,카일챈들러,제이크레이시,사라폴슨","2016-03-14",40,"월요일",0,2,5,"1,191",8.54,1.286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17476,1
"캐리비안의해적낯선조류","2011-05-19",1394,3128406,15266,2978838,285,825,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가","액션,판타지","롭마샬","이안맥쉐인,페넬로페크루즈,조니뎁","2011-06-27",40,"월요일",1,3,4,"0",8.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,185617,0
"캐리비안의해적죽은자는말이없다","2017-05-24",1146,3047828,8970,2933581,357,1357,"미국","월트디즈니컴퍼니코리아유한책임회사","12세이상관람가","액션,어드벤처,판타지,코미디","요아킴뢰닝,에스펜샌버그","조니뎁,카야스코델라리오,올랜도블룸,하비에르바르뎀,브렌튼스웨이츠,제프리러쉬,데이빗웬햄,골시프테파라하니,스티븐그레이엄,케빈맥널리,폴매카트니,마틴클레바,로드니아피프","2017-07-02",40,"일요일",1,2,14,"12,939",8.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,208400,0
"캡틴아메리카시빌워","2016-04-27",3779,8670579,21987,8377427,463,1864,"미국","월트디즈니컴퍼니코리아(주)","12세이상관람가","액션,SF,스릴러","안소니루소,조루소","크리스에반스,로버트다우니주니어,스칼렛요한슨,세바스찬스탠,안소니마키,돈치들,제레미레너,톰홀랜드","2016-06-05",40,"일요일",2,3,28,"55,504",8.67,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,729213,0
"캡틴아메리카윈터솔져","2014-03-26",6061,3934690,27658,3462874,465,938,"미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","액션,어드벤처,SF","조루소,안소니루소","크리스에반스,스칼렛요한슨,사무엘L.잭슨,로버트레드포드","2014-05-04",40,"일요일",2,2,7,"1,969",8.92,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,167719,0
"캡틴필립스","2013-10-23",154,240080,451,237861,7,281,"미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","액션,드라마","폴그린그래스","톰행크스,캐서린키너","2013-12-01",40,"일요일",2,2,3,"0",9.04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,35261,0
"커뮤터","2018-01-24",20,283946,176,283500,3,553,"영국","메가박스중앙(주)플러스엠","15세이상관람가","액션","자움콜렛세라","리암니슨,베라파미가,패트릭윌슨,샘닐","2018-03-04",40,"일요일",1,3,13,"841",8.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39676,1
"커플즈","2011-11-02",10,360022,156,359475,7,325,"한국","(주)싸이더스","15세이상관람가","멜로/로맨스,코미디","정용기","공형진,김주혁,이윤지,이시영,오정세,강대영,조성걸,최정화,김형근,조달환,배슬기,조한철,김건우,정광재,최고운,이진,윤석진,정정숙,임동현,전수지,김지운","2011-12-11",40,"일요일",3,2,3,"0",7.93,1.857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,27910,0
"컨저링","2013-09-17",105,2262311,43228,2140175,293,304,"미국","워너브러더스코리아(주)","15세이상관람가","공포(호러),스릴러","제임스완","베라파미가,패트릭윌슨,릴리테일러","2013-10-26",40,"토요일",2,4,0,"7,907",7.85,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,86913,1
"컨저링2","2016-06-09",1371,1925684,23756,1751087,335,466,"미국","워너브러더스코리아(주)","15세이상관람가","공포(호러)","제임스완","베라파미가,패트릭윌슨,프란카포텐테,프란시스오코너,스털링제린스","2016-07-18",40,"월요일",2,4,5,"7,907",8.23,1.714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,75963,0
"컨택트","2017-02-02",125,633247,1180,621283,40,509,"미국","유니버설픽쳐스인터내셔널코리아(유)","12세이상관람가","SF,드라마,스릴러","드니빌뇌브","에이미아담스,제레미레너,포레스트휘테커","2017-03-13",40,"월요일",0,3,7,"0",9.21,1.857,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59414,0
"코리아","2012-05-03",112,1870427,16710,1709965,278,536,"한국","씨제이이앤엠(주)","12세이상관람가","드라마","문현성","하지원,배두나,한예리,최윤영,박철민,김응수,오정세,이종석,박영서,박정학,허승,홍혜림,박지연,유영기,천우희,주영호,김재화,김원해,이한위,김인우","2012-06-11",40,"월요일",2,4,12,"0",8.54,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86477,0
"코코","2018-01-11",8556,3439848,39372,2809576,649,937,"미국","월트디즈니컴퍼니코리아유한책임회사","전체관람가","애니메이션","리언크리치","가엘가르시아베르날,앤서니곤잘레스,벤자민브랫","2018-02-19",40,"월요일",2,2,0,"4,467",9.24,1.857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,117651,1
"코코샤넬","2009-08-27",28,206589,274,204806,5,229,"프랑스","에스케이텔레콤(주)","15세이상관람가","드라마","앤폰테인","오드리토투,브누와뽀엘부르드","2009-10-05",40,"월요일",0,2,0,"0",6.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24641,1
"콜미바이유어네임","2018-03-22",547,183300,1812,165922,70,176,"이탈리아","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","청소년관람불가","드라마,멜로/로맨스","루카구아다니노","티모시샬라멧,아미해머,마이클스털버그,아미라캐사,에스더가렐","2018-04-30",40,"월요일",0,1,0,"1,415",7.56,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21141,0
"콰이어트플레이스","2018-04-12",290,525978,1377,510260,55,542,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","공포(호러),스릴러,드라마","존크랜신스키","에밀리블런트,존크랜신스키,노아주프,밀리센트시몬스","2018-05-21",40,"월요일",0,4,2,"213",7.81,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,58244,0
"쿵푸팬더2","2011-05-26",5180,4958650,31638,4256761,335,747,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,액션,어드벤처,코미디,가족","여인영","더스틴호프만,잭블랙,안젤리나졸리,성룡","2011-07-04",40,"월요일",2,4,13,"0",8.72,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,130076,0
"쿵푸팬더3","2016-01-28",36,3983438,18509,3819140,390,1126,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,액션,어드벤처","여인영,알레산드로칼로니","잭블랙,안젤리나졸리,더스틴호프만,성룡,세스로건,루시리우,데이빗크로스,J.K.시몬스","2016-03-07",40,"월요일",2,4,28,"12,441",8.63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,224499,1
"퀴즈왕","2010-09-16",876,570489,201,564571,17,296,"한국","(주)시네마서비스","15세이상관람가","코미디","장진","김수로,한재석,송영창,류승룡,장영남,이지용,류덕환,손일준,조덕현,박준서,한상구,한수진,고성일,장진,이수영,김용구,이태웅,이종필,김병옥,이철민,김원해,이한위,이해영,심은경","2010-10-25",40,"월요일",2,3,8,"0",5.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,71624,1
"퀵","2011-07-20",13144,3104096,42258,2597522,319,473,"한국","씨제이이앤엠(주)","15세이상관람가","코미디,액션","조범구","이새별,고창석,강예원,이민기,김인권,김원영,홍승록,박은영,조용진,김은옥,이건우,안상훈,배승리,권영빈,주승환,주영민,변상윤,김가을,김결,서태원,박다솜,이지호,최민서,윤소연,윤승현,임혜원,박상현,윤지민,최연주,정수인,김병철,이해인,김재화,이희준,오정세,전국환,유승목,윤제문","2011-08-28",40,"일요일",2,4,6,"0",7.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,125869,0
"크루즈패밀리","2013-05-16",265,898078,14566,751401,132,348,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,가족,코미디","커크드미코,크리스샌더스","니콜라스케이지,라이언레놀즈,엠마스톤,캐서린키너,클락듀크,클로리스리치먼","2013-06-24",40,"월요일",0,4,4,"0",9.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,86753,0
"크리스마스캐롤","2009-11-26",14,355698,1265,327835,35,150,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가","애니메이션,드라마,가족,판타지","로버트저메키스","짐캐리,게리올드만,콜린퍼스,로빈라이트","2010-01-04",40,"월요일",0,3,2,"0",8.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,14805,0
"클로버필드10번지","2016-04-07",30,357673,110,356533,9,489,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","미스터리,스릴러","댄트라첸버그","메리엘리자베스윈스티드,존굿맨,존갤러거주니어","2016-05-16",40,"월요일",0,4,1,"1,517",7.57,1.857,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,53444,0
"클로이","2010-02-25",2,127003,27,126712,1,176,"프랑스","(주)시너지하우스(시너지)","청소년관람불가","드라마,스릴러","아톰에고이안","줄리안무어,리암니슨,아만다사이프리드","2010-04-05",40,"월요일",0,2,4,"0",7.76,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13706,0
"키친","2009-02-05",5,141062,83,140122,6,177,"한국","실버스푼","15세이상관람가","멜로/로맨스","홍지영","김태우,신민아,주지훈,안혜경,김정현,민성욱,전혜진","2009-03-16",40,"월요일",2,0,6,"0",6.34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17594,0
"킬러의보디가드","2017-08-30",5286,1709712,8062,1541744,173,380,"미국","TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹","15세이상관람가","액션,코미디","패트릭휴즈","라이언레놀즈,사무엘L.잭슨,셀마헤이엑,게리올드만","2017-10-08",40,"일요일",1,1,11,"3,566",8.39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,139677,1
"킹스맨골든서클","2017-09-27",169,4942808,8586,4877612,302,1687,"미국","이십세기폭스코리아(주)","청소년관람불가","액션,어드벤처,코미디","매튜본","콜린퍼스,줄리안무어,태런에저튼,마크스트롱,할리베리,엘튼존,채닝테이텀,제프브리지스","2017-11-05",40,"일요일",2,3,10,"24,898",8.39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,487683,1
"킹스맨시크릿에이전트","2015-02-11",117369,5334076,65656,3677733,544,510,"미국","이십세기폭스코리아(주)","청소년관람불가","액션,스릴러","매튜본","콜린퍼스,태런에저튼,사무엘L.잭슨,마이클케인","2015-03-22",40,"일요일",2,3,8,"2,480",8.82,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,84476,1
"킹스스피치","2011-03-17",161,805141,9674,737011,234,282,"영국","(주)화앤담이엔티","12세이상관람가","드라마","톰후퍼","콜린퍼스,제프리러쉬,헬레나본햄카터","2011-04-25",40,"월요일",1,0,3,"0",8.28,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52873,0
"킹콩을들다","2009-07-01",302,1254915,13542,1123799,221,378,"한국","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","드라마","박건용","이범수,조안,김민영,송재희,박준규,박지은,박진희,박찬희,김범식,김기준,이범렬,이범석,최규영,유나리,박기영,이희경,장미성,전병관,임동찬,임동철,최영주,이주일,이창호,이인자,이종희,변희봉,신정근,기주봉,우현","2009-08-09",40,"일요일",1,3,9,"0",9.23,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40548,0
"타워","2012-12-25",4000,5173274,56962,4637934,466,597,"한국","씨제이이앤엠(주)","12세이상관람가","드라마","김지훈","설경구,손예진,김상경,김인권,도지한,안성기,이한위,김성오,송재호,차인표,박철민,조민아,권현상,박정학,임경만,장혜리,조윤경,배진호,안용우,전배수,이창용,박영수","2013-02-02",40,"토요일",2,4,25,"0",8.04,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,553236,0
"타이탄","2010-04-01",411,2641100,25220,2424651,355,610,"미국","워너브러더스코리아(주)","12세이상관람가","액션,어드벤처,판타지","루이스리테리어","랄프파인즈,샘워싱턴,리암니슨,알렉사다바로스,젬마아터튼","2010-05-10",40,"월요일",0,4,5,"0",6.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,148411,0
"타이탄의분노","2012-03-29",3,892836,361,888831,28,505,"미국","워너브러더스코리아(주)","12세이상관람가","액션,판타지","조나단리브스만","샘워싱턴,리암니슨,랄프파인즈,로자문드파이크,대니허스튼","2012-05-07",40,"월요일",1,4,8,"0",6.84,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,72102,0
"타짜신의손","2014-09-03",9522,3970495,26537,3706322,474,768,"한국","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","청소년관람불가","드라마","강형철","최승현,신세경,곽도원,유해진,김윤석,이하늬,김인권,이경영,고수희,오정세,박효주,백승찬,양성우,우민호,윤지환,이승원,이승훈,이영민,이원호,정동근,조연우,한준우,곽수정,홍승철,황현서,김도엽,김원영,김장미,문도선,이준혁,김새벽,배유람,안재홍,이동휘,김원해,최종률","2014-10-12",40,"일요일",3,4,27,"7,157",7.27,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,218552,1
"탐정더비기닝","2015-09-24",51,2623266,18887,2501421,330,486,"한국","씨제이이앤엠(주)","15세이상관람가","코미디,범죄","김정훈","권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김태훈,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한","2015-11-02",40,"월요일",2,4,18,"3,319",8.47,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,75308,1
"탐정리턴즈","2018-06-13",1390,3148662,19332,2967484,455,971,"한국","씨제이이앤엠(주)","15세이상관람가","코미디,범죄","이언희","권상우,성동일,이광수,서영희,이일화,남명렬,손담비,최성원,김동욱,박성일","2018-07-22",40,"일요일",2,4,16,"760",8.43,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,251142,0
"탐정홍길동사라진마을","2016-05-04",4,1429882,2533,1410314,132,669,"한국","씨제이이앤엠(주)","15세이상관람가","드라마,액션","조성희","이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용","2016-06-12",40,"일요일",2,4,9,"6,179",7.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,91973,0
"택시운전사","2017-08-02",44628,12068299,100785,10841392,802,1446,"한국","(주)쇼박스","15세이상관람가","드라마","장훈","송강호,토마스크레취만,유해진,류준열,박혁권,최귀화","2017-09-10",40,"일요일",3,4,26,"45,603",9.06,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,784800,0
"터널","2016-08-10",2497,7117207,53239,6598193,700,820,"한국","(주)쇼박스","12세이상관람가","드라마","김성훈","하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구","2016-09-18",40,"일요일",2,4,25,"14,152",8.37,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,399933,1
"터닝메카드W블랙미러의부활","2017-01-18",10,428842,150,425258,16,500,"한국","씨네그루(주)키다리이엔티","전체관람가","애니메이션","홍헌표","소연,윤아영,신용우,장광,강호철,안영미,윤미나","2017-02-26",40,"일요일",0,1,1,"5,861",8.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,51883,1
"터미네이터미래전쟁의시작","2009-05-21",5890,4462897,42553,3917470,335,594,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","SF,액션","맥지","크리스찬베일,샘워싱턴,문블러드굿,안톤옐친","2009-06-29",40,"월요일",1,4,1,"0",8.18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,265001,0
"터미네이터제니시스","2015-07-02",582,3234948,10365,3174850,275,1086,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,어드벤처,SF,스릴러","앨런테일러","아놀드슈왈제네거,제이슨클락,에밀리아클라크,제이코트니,J.K.시몬스,다요오케니이,맷스미스,코트니B.반스,이병헌,아론V.윌리엄슨","2015-08-10",40,"월요일",2,4,12,"28,154",7.71,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,254698,0
"터보","2013-07-25",43,1922460,16920,1804225,223,456,"미국","씨제이이앤엠(주)","전체관람가","애니메이션","데이빗소렌","라이언레놀즈,폴지아마티,마이클페나,사무엘L.잭슨,루이스구즈만,스눕독,미쉘로드리게즈","2013-09-02",40,"월요일",1,4,1,"0",9.05,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,136447,0
"토르다크월드","2013-10-30",3187,3037402,23117,2743724,327,612,"미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","12세이상관람가","액션,어드벤처,판타지","앨런테일러","크리스헴스워스,톰히들스턴,나탈리포트만,스텔란스카스가드,이드리스엘바,안소니홉킨스","2013-12-08",40,"일요일",2,2,14,"0",8.38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,115427,0
"토르라그나로크","2017-10-25",12638,4823188,31835,4424140,494,1601,"미국","월트디즈니컴퍼니코리아유한책임회사","12세이상관람가","액션,어드벤처,판타지,SF","타이카와이티티","크리스헴스워스,톰히들스턴,케이트블란쳇,이드리스엘바,제프골드블럼,테사톰슨,칼어번,마크러팔로,안소니홉킨스","2017-12-03",40,"일요일",1,2,33,"13,239",8.83,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,418252,0
"토르마법망치의전설","2012-02-09",3,759323,3403,687673,201,270,"아이슬란드","롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티","전체관람가","애니메이션,어드벤처","오스카요나손,토비젠켈,거나칼슨","하동훈,최효종,김원효,조지훈","2012-03-19",40,"월요일",0,4,0,"0",5.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10749,0
"토이스토리3","2010-08-05",231,1457825,4892,1368322,90,353,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가","가족,코미디,판타지","리운크리치","톰행크스,조앤쿠삭","2010-09-13",40,"월요일",0,3,2,"0",9.38,1.143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,111254,0
"통증","2011-09-07",21,700262,916,693603,66,304,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","멜로/로맨스,드라마","곽경택","정려원,권상우,김민욱,한민혁,서해림,임여문,정진수,이언수,김중탁,이미도,장영남","2011-10-16",40,"일요일",3,4,5,"0",7.8,1.429,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,68687,1
"트랜스포머3","2011-06-29",8045,7768284,35334,7151732,368,1245,"미국","씨제이이앤엠(주)","12세이상관람가","액션,어드벤처","마이클베이","조쉬더하멜,존말코비치,로지헌팅턴-휘틀리,샤이아라보프,패트릭뎀시","2011-08-07",40,"일요일",3,4,5,"0",7.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,551538,0
"트랜스포머패자의역습","2009-06-24",11149,7358669,39573,6731794,423,965,"미국","씨제이엔터테인먼트","12세이상관람가","SF,액션,어드벤처","마이클베이","샤이아라보프,메간폭스","2009-08-02",40,"일요일",3,4,2,"0",8.11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,478546,0
"트롤","2017-02-16",5,675338,709,646520,93,507,"미국","씨제이이앤엠(주)","전체관람가","애니메이션","마이크미첼,월트도른","안나켄드릭,저스틴팀버레이크,주이디샤넬,크리스토퍼민츠플라세,크리스틴바란스키,제프리탬보,러셀브랜드,쿠널나이어,그웬스테파니,제임스코든,존클리즈,쿠벤자네왈리스,월트도른,이성경,박형식,김하영,엄상현,전숙경,장광,이현,김명준,김도영,신용우","2017-03-27",40,"월요일",1,4,2,"2,126",8.7,1.143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,31478,0
"트루스오어데어","2018-05-22",32,310701,69,309974,6,530,"미국","유니버설픽쳐스인터내셔널코리아(유)","15세이상관람가","공포(호러),스릴러","제프와드로","루시헤일,타일러포시,바이올렛빈,놀런제라드펑크,헤이든제토,브래디스미스,샘러너","2018-06-30",40,"토요일",0,3,1,"144",7.23,1.143,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,55111,0
"티끌모아로맨스","2011-11-10",5,423796,444,421831,33,265,"한국","필라멘트픽쳐스","15세이상관람가","멜로/로맨스,코미디","김정환","한예슬,송중기,이상엽,신소율,조성일,김혜린,박정희,최화진,황지혜,조하영,황하나,한동희,최영인,오철민","2011-12-19",40,"월요일",0,1,0,"0",7.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,56253,0
"파르나서스박사의상상극장","2009-12-23",18,458140,41,457495,2,304,"미국","(주)성원아이컴","12세이상관람가","판타지,어드벤처,미스터리","테리길리엄","조니뎁,히스레저,콜린파렐,주드로,릴리콜,크리스토퍼플러머","2010-01-31",40,"일요일",0,0,7,"0",5.85,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,34942,0
"파리로가는길","2017-08-03",304,112853,1948,93097,35,79,"미국","(주)티캐스트","12세이상관람가","드라마,멜로/로맨스","엘레노어코폴라","다이안레인,알렉볼드윈,아르노비야르","2017-09-11",40,"월요일",0,0,7,"394",7.91,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4770,0
"파이널데스티네이션4","2009-10-01",8,283044,328,278762,7,202,"미국","워너브러더스코리아(주)","청소년관람불가","공포(호러),스릴러","데이빗엘리슨","바비캠포,닉자노,헤일리웹","2009-11-09",40,"월요일",0,4,0,"0",5.73,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,31969,1
"파주","2009-10-28",83,129878,204,127673,7,171,"한국","(주)엠케이픽처스","청소년관람불가","드라마,멜로/로맨스","박찬옥","이선균,송요셉,서우,김형용,김해진,나상연,박진수,황현규,주재형,차선희,김도환,이상현,장재호,정경수,이성우,이재필,김준성,오대환,이미도,이대연,우현,이봉규,최욱,손강국,정만식","2009-12-06",40,"일요일",0,2,1,"0",7.21,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11408,0
"파파로티","2013-03-14",749,1711092,26374,1481009,318,541,"한국","(주)쇼박스","15세이상관람가","드라마","윤종찬","한석규,이제훈,오달수,조진웅,강소라,이재용,채성원,홍준표,송원종,배성우,차종호","2013-04-22",40,"월요일",1,4,17,"0",8.24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,83138,0
"파퍼씨네펭귄들","2011-09-07",1486,979503,2833,891393,123,210,"미국","이십세기폭스코리아(주)","전체관람가","코미디","마크워터스","안젤라랜스베리,짐캐리,칼라구기노,맥스웰페리코튼","2011-10-16",40,"일요일",0,3,1,"0",8.51,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10906,1
