"title","release","day_audience","total_audience","release_audience","screen","Nationality","distributor","grade","genre","director","actor","date","day","weekday","holiday","agency_score","dire_score","expect","Netizen_score","actors_score","SF","family","horror","documentary","drama","romance","musical","mystery","crime","historyy","western","adult","thrill","animation","action","adventure","war","comedy","fantasy","X18","all","X15","USA","KOR","first_day_audience","holiday"
"차이나타운","2015-04-29",27309,1398017,90899,443,"한국","CGV아트하우스","청소년관람불가","범죄,드라마","한준희","김혜수,김고은,엄태구,박보검,고경표,오대환,배유람,이혁준,백동현,조경섭,권지훈,김경애,오유진,우종현,유지현,김성종,이상희,이수경,김수안,정석용,이대연,이루리,안재홍,기주봉,조복래,이민지","2015-05-16",18,"토요일",0,2,1,"5,953",6.95,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,97247,0
"차이니즈조디악","2013-02-27",2551,310647,22192,289,"중국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","액션,어드벤처","성룡","성룡,권상우","2013-03-16",18,"토요일",0,4,0,"0",7.82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26148,0
"차형사","2012-05-30",61856,1049815,48130,395,"한국","씨제이이앤엠(주)","15세이상관람가","코미디,액션","신태라","강지환,성유리,이수혁,김영광,신민철,손현우,윤봉길,이태형,이한샘,신정근,박정학,이희준,라미란,최진규,한대희,허명행,이예지,윤선영,이대수,박보검,주영호,최영민","2012-06-16",18,"토요일",0,4,2,"0",7.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,61342,0
"창문넘어도망친100세노인","2014-06-18",4464,219189,11004,260,"스웨덴","(주)영화사빅","15세이상관람가","어드벤처,코미디,드라마","플렉스할그렌","로버트구스타프슨,이와위클란더,앨런포드","2014-07-05",18,"토요일",0,0,0,"754",7.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,13362,0
"창수","2013-11-28",213,428121,50653,332,"한국","(주)마인스엔터테인먼트,(주)박수엔터테인먼트","청소년관람불가","드라마","이덕희","임창정,안내상,정성화,손은서,김기훈,김윤영,김진용,추용현,박경환,방선화,안성곤,여예성,이덕희,이동진,장경선,정현철,방준호,지대한,전국환","2013-12-15",18,"일요일",0,0,0,"0",7.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54333,0
"채비","2017-11-09",3232,156825,13267,452,"한국","오퍼스픽쳐스","12세이상관람가","드라마","조영준","고두심,김성균,유선,박철민,김희정,신세경,마현,박세준,박소연,박소정,박지윤,박혜영,송국진,양태열,유지연,한지호,이태규,김남언","2017-11-26",18,"일요일",0,1,0,"2,895",8.76,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18454,0
"채피","2015-03-12",3826,569288,45334,524,"미국","유니버설픽쳐스인터내셔널코리아(유)","15세이상관람가","액션,스릴러","닐블롬캠프","휴잭맨,샬토코플리,시고니위버,데브파텔","2015-03-29",18,"일요일",0,3,1,"2,671",7.76,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,46337,0
"챔프","2011-09-07",9315,513309,9107,278,"한국","(주)쇼박스","12세이상관람가","드라마","이환경","차태현,김수정,유오성,박하선,김혜선,백도빈,윤희석,조인권,방현용,방현용,한창민,김석봉,유미라,이서이,박상우,박성일,최원준,최은지,김정준,박근록,김광규,김상호","2011-09-24",18,"토요일",1,4,2,"0",8.43,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38926,1
"챔피언","2018-05-01",3814,1110132,139965,795,"한국","워너브러더스코리아(주)","12세이상관람가","드라마","김용완","마동석,권율,한예리,박성일","2018-05-18",18,"금요일",0,4,1,"726",6.37,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143422,0
"천사와악마","2009-05-14",66726,1642403,93342,472,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세이상관람가","미스터리,범죄,스릴러","론하워드","톰행크스,이완맥그리거","2009-05-31",18,"일요일",0,3,2,"0",8.15,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,96436,0
"천재강아지미스터피바디","2014-04-24",20414,355788,3695,342,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,가족","롭민코프","티버렐,맥스찰스,에리얼윈터,레슬리만,스탠리투치,스티븐토보로스키,앨리슨제니","2014-05-11",18,"일요일",0,4,1,"502",8.43,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,9215,0
"철의여인","2012-02-23",3094,131836,8690,149,"영국","필라멘트픽쳐스","12세이상관람가","드라마","필리다로이드","메릴스트립,짐브로드벤트","2012-03-11",18,"일요일",0,1,1,"0",7.91,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8903,0
"청년경찰","2017-08-09",218155,4645213,308298,1102,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","김주환","박서준,강하늘,성동일,박하선","2017-08-26",18,"토요일",0,4,1,"16,419",8.36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,344959,0
"청담보살","2009-11-11",49885,1142689,101672,370,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스,코미디","김진영","임창정,박예진,이준혁,박주연,주성민,김규동,박경진,이혜주,이상하,박미선,정수진,김아림,이현식,서영희,박휘순,이철민,양택조,길해연,박효주,김희원","2009-11-28",18,"토요일",0,3,2,"0",6.02,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,106600,0
"체인질링","2009-01-22",24033,437465,15236,164,"미국","유니버설픽쳐스인터내셔널코리아(유)","청소년관람불가","드라마,미스터리,범죄","클린트이스트우드","안젤리나졸리,존말코비치,제프리도노반","2009-02-08",18,"일요일",1,3,0,"0",9.17,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15236,1
"체포왕","2011-05-04",22823,810600,35631,369,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,액션","임찬익","박중훈,이선균,김정태,강기화,손광익,손정희,신정호,김해정,임찬익,김병석,김다은,김다혜,서정주,문준영,김대욱,김선민,윤성원,정단비,정동철,최성원,오성수,김승필,유창숙,이태우,이하늘,이종경,최재섭,임승묵,조재윤,장소연,최덕문,이한위,배용근,권병길","2011-05-21",18,"토요일",0,4,0,"0",7.73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,98902,0
"초능력자","2010-11-10",66574,1957329,115986,518,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","SF,드라마","김민석","강동원,고수,정은채,윤다경,최덕문,김수남,허명행,강민서,홍대성,홍대성,최장훈,김윤하,김한수,황상길,문용찬,이미경,채성원,유동헌,전상하,윤정빈,박아람,오정택,최윤석,김대현,김지원,이형훈,조덕제,류선영,변희봉,김광규,김인권","2010-11-27",18,"토요일",0,3,1,"0",6.68,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,122911,0
"최강전사미니특공대새로운악당의습격","2015-02-05",6081,146830,4074,166,"한국","에이원엔터테인먼트","전체관람가","애니메이션","이영준","엄상현,전태열,신용우","2015-02-22",18,"일요일",1,0,0,"2,052",7.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5080,1
"최강전사미니특공대영웅의탄생","2016-02-04",1075,114790,2955,262,"한국","(주)삼지애니메이션","전체관람가","애니메이션","이영준","엄상현,양정화,전태열","2016-02-21",18,"일요일",1,0,0,"720",8.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5243,1
"최종병기활","2011-08-10",310059,4139363,140127,524,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","김한민","박해일,류승룡,김무열,문채원,이한위,김구택,이경영,박기웅,이승준,이재구,박노식,이다윗,전민서,오타니료헤이,강규영,김홍수,김길동,최선미,조우진,이미소,최태환,박진주,한성민,김남수,강은규,김기덕,이상도,장재욱,임미주,박상희,최유라,이유비,이항주,이동훈,문영동","2011-08-27",18,"토요일",0,4,2,"0",7.92,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,241103,0
"치외법권","2015-08-27",227,346284,49585,405,"한국","판씨네마(주)","15세이상관람가","액션","신동엽","임창정,최다니엘,임은경,장광,이경영,문제영,정한비,박영진,임정아,박일우,정형석,조원재,서동수,서진원,이응준,안현준,최병모,방은희,반민정","2015-09-13",18,"일요일",0,1,0,"3,298",5.98,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,55235,0
"치즈인더트랩","2018-03-14",552,228036,32805,346,"한국","(주)리틀빅픽쳐스","15세이상관람가","멜로/로맨스,스릴러","김제영","박해진,오연서,박기웅,유인영,오종혁,박산다라,문지윤,김현진,김도완","2018-03-31",18,"토요일",0,1,0,"3,832",5.22,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,38960,0
"친구2","2013-11-14",71063,2752767,304184,753,"한국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션","곽경택","유오성,주진모,김우빈,김미진,최종석,한기준,문혜지,황순영,신승찬,양혜경,이재덕,정종호,정현수,이준혁,장영남,이철민,이동훈,기주봉,정호빈,한재영,지승현","2013-12-01",18,"일요일",0,4,3,"0",6.23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,312308,0
"친구와연인사이","2011-02-10",658,264471,21100,170,"미국","씨제이엔터테인먼트","청소년관람불가","코미디,멜로/로맨스","이반라이트만","나탈리포트만,애쉬튼커처","2011-02-27",18,"일요일",0,4,0,"0",7.41,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,21100,0
"친정엄마","2010-04-22",23709,413502,22312,264,"한국","(주)싸이더스","전체관람가","드라마,가족","유성엽","김해숙,박진희,정현주,신창수,박준호,최태영,최혜경,권오현,강주연,서원상,최선영,장지연,김태훈,이전환,이미도,조영진","2010-05-09",18,"일요일",0,2,0,"0",9.26,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30438,0
"침묵","2017-11-02",1112,491336,57510,612,"한국","씨제이이앤엠(주)","15세이상관람가","드라마","정지우","최민식,박신혜,류준열,이하늬,박해준,조한철,이수경,박성희,박태강,박호산,송준,안성봉,채현우,이상철,이연,이정민,이정민,이태형,임승묵,박규영,남명렬","2017-11-19",18,"일요일",0,4,1,"5,381",7.78,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,63842,0
"카2","2011-07-20",9749,447129,10974,297,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가","애니메이션,코미디","존라세터","오웬윌슨,마이클케인","2011-08-06",18,"토요일",0,3,0,"0",8.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,19700,0
"카3새로운도전","2017-07-13",4340,472713,17037,530,"미국","월트디즈니컴퍼니코리아유한책임회사","전체관람가","애니메이션,어드벤처,코미디,가족","브라이언피","아미해머,나단필리온,오웬윌슨","2017-07-30",18,"일요일",0,2,0,"3,006",8.51,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,21801,0
"카오스","2009-03-26",2421,202271,15424,173,"영국","(주)싸이더스","15세이상관람가","액션,드라마,범죄,스릴러","토니기글리오","제이슨스타뎀,라이언필립,웨슬리스나입스","2009-04-12",18,"일요일",0,2,0,"0",6.71,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,16963,0
"카우보이&에이리언","2011-08-11",125,256202,33899,264,"미국","씨제이이앤엠(주)","15세이상관람가","액션,SF,스릴러","존파브로","다니엘크레이그,해리슨포드,올리비아와일드,샘록웰","2011-08-28",18,"일요일",0,4,2,"0",5.69,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,34313,0
"카운슬러","2013-11-14",87,133050,16533,272,"미국","이십세기폭스코리아(주)","청소년관람불가","범죄,드라마,스릴러","리들리스콧","브래드피트,마이클패스벤더,페넬로페크루즈,카메론디아즈,하비에르바르뎀","2013-12-01",18,"일요일",0,3,3,"0",7.19,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16994,0
"카운트다운","2011-09-29",3006,464232,33820,338,"한국","(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마,액션","허종호","정재영,전도연,오만석,손상현,김홍재,조서희,신선희,조수영,김준원,오광록,박주원,최현수,최효상,박초롱,노남석,권혁준,고상우,김관수,김기만,이민영,김태성,권성국,김철수,오대환,오상호,배성우,김재화,정혜선,김광규,최종률,김강일,정만식","2011-10-16",18,"일요일",0,3,1,"0",7.35,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,77588,0
"카트","2014-11-13",14123,770962,101033,533,"한국","(주)리틀빅픽쳐스","12세이상관람가","드라마","부지영","염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현","2014-11-30",18,"일요일",0,1,0,"48,999",8.62,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131456,0
"카페소사이어티","2016-09-14",2376,108962,9431,199,"미국","CGV아트하우스","15세이상관람가","멜로/로맨스,드라마","우디앨런","제시아이젠버그,크리스틴스튜어트,스티브카렐,블레이크라이블리","2016-10-01",18,"토요일",1,2,0,"824",7.78,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13871,1
"캐롤","2016-02-04",5975,278978,13134,153,"미국","CGV아트하우스","청소년관람불가","드라마","토드헤인즈","케이트블란쳇,루니마라,카일챈들러,제이크레이시,사라폴슨","2016-02-21",18,"일요일",1,2,0,"1,191",8.54,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17476,1
"캐리비안의해적낯선조류","2011-05-19",113840,2806898,182947,825,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가","액션,판타지","롭마샬","이안맥쉐인,페넬로페크루즈,조니뎁","2011-06-05",18,"일요일",0,3,1,"0",8.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,185617,0
"캐리비안의해적죽은자는말이없다","2017-05-24",63514,2823457,206541,1357,"미국","월트디즈니컴퍼니코리아유한책임회사","12세이상관람가","액션,어드벤처,판타지,코미디","요아킴뢰닝,에스펜샌버그","조니뎁,카야스코델라리오,올랜도블룸,하비에르바르뎀,브렌튼스웨이츠,제프리러쉬,데이빗웬햄,골시프테파라하니,스티븐그레이엄,케빈맥널리,폴매카트니,마틴클레바,로드니아피프","2017-06-10",18,"토요일",0,2,1,"12,939",8.29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,208400,0
"캐빈인더우즈","2012-06-28",773,226006,23403,267,"미국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","공포(호러),스릴러","드류고다드","크리스헴스워스,크리스틴코놀리,안나허치슨,프란크랜즈,제시윌리엄스,리차드젠킨스","2012-07-15",18,"일요일",0,4,0,"0",7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,31521,0
"캐치미","2013-12-18",2183,489350,29488,393,"한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","이현종","김아중,주원,박은영,강남현,박태영,박호진,임우철,장원,신비감,조영헌,차승훈,이가경,이대수,최규호,이상훈,이성동,이성민,이정욱,이준규,이지연,이지영,김미나,김미라,김미숙,김소라,김영주,김초롱,김현아,김희정,배성우,유재명,김희원","2014-01-04",18,"토요일",0,4,0,"0",6.65,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42340,0
"캡틴아메리카시빌워","2016-04-27",236541,8059497,727949,1864,"미국","월트디즈니컴퍼니코리아(주)","12세이상관람가","액션,SF,스릴러","안소니루소,조루소","크리스에반스,로버트다우니주니어,스칼렛요한슨,세바스찬스탠,안소니마키,돈치들,제레미레너,톰홀랜드","2016-05-14",18,"토요일",0,3,2,"55,504",8.67,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,729213,0
"캡틴아메리카윈터솔져","2014-03-26",201405,3145871,166787,938,"미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","액션,어드벤처,SF","조루소,안소니루소","크리스에반스,스칼렛요한슨,사무엘L.잭슨,로버트레드포드","2014-04-12",18,"토요일",0,2,2,"1,969",8.92,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,167719,0
"캡틴필립스","2013-10-23",1701,233587,19778,281,"미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","액션,드라마","폴그린그래스","톰행크스,캐서린키너","2013-11-09",18,"토요일",0,2,2,"0",9.04,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,35261,0
"캣츠앤독스2","2010-09-16",2861,105399,1027,127,"미국","워너브러더스코리아(주)","전체관람가","가족,코미디,액션","브래드페이튼","닐패트릭해리스,크리스오도넬,베트미들러,닉놀테,제임스마스던,크리스티나애플게이트,캣윌리엄스","2010-10-03",18,"일요일",1,4,3,"0",7.57,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1027,1
"커뮤터","2018-01-24",343,282580,35006,553,"영국","메가박스중앙(주)플러스엠","15세이상관람가","액션","자움콜렛세라","리암니슨,베라파미가,패트릭윌슨,샘닐","2018-02-10",18,"토요일",0,3,1,"841",8.12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39676,0
"커플즈","2011-11-02",11646,356998,18869,325,"한국","(주)싸이더스","15세이상관람가","멜로/로맨스,코미디","정용기","공형진,김주혁,이윤지,이시영,오정세,강대영,조성걸,최정화,김형근,조달환,배슬기,조한철,김건우,정광재,최고운,이진,윤석진,정정숙,임동현,전수지,김지운","2011-11-19",18,"토요일",0,2,3,"0",7.93,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,27910,0
"컨저링","2013-09-17",58103,1887896,81130,304,"미국","워너브러더스코리아(주)","15세이상관람가","공포(호러),스릴러","제임스완","베라파미가,패트릭윌슨,릴리테일러","2013-10-04",18,"금요일",1,4,2,"7,907",7.85,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,86913,1
"컨저링2","2016-06-09",69498,1644701,73335,466,"미국","워너브러더스코리아(주)","15세이상관람가","공포(호러)","제임스완","베라파미가,패트릭윌슨,프란카포텐테,프란시스오코너,스털링제린스","2016-06-26",18,"일요일",0,4,2,"7,907",8.23,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,75963,0
"컨택트","2017-02-02",6181,611612,54584,509,"미국","유니버설픽쳐스인터내셔널코리아(유)","12세이상관람가","SF,드라마,스릴러","드니빌뇌브","에이미아담스,제레미레너,포레스트휘테커","2017-02-19",18,"일요일",0,3,0,"0",9.21,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59414,0
"컨테이젼","2011-09-22",572,228113,24292,219,"미국","워너브러더스코리아(주)","12세이상관람가","액션,SF,스릴러,미스터리","스티븐소더버그","맷데이먼,기네스팰트로우","2011-10-09",18,"일요일",0,4,1,"0",6.86,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,24292,0
"컨트롤러","2011-03-03",887,372511,30540,353,"미국","유니버설픽쳐스인터내셔널코리아(유)","12세이상관람가","스릴러,드라마,멜로/로맨스","조지놀피","맷데이먼,에밀리블런트","2011-03-20",18,"일요일",0,3,0,"0",7.21,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,63976,0
"컬러풀웨딩즈","2014-10-16",2302,187433,16474,323,"프랑스","(주)이수C&E","12세이상관람가","코미디","필립드쇼브홍","프레데릭벨,엘로디퐁탕,크리스티앙클라비에,샹탈로비","2014-11-02",18,"일요일",0,1,0,"1,416",8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22037,0
"케로로더무비5기적의사차원섬","2010-04-29",4745,114101,15998,74,"일본","투니버스(주)온미디어","전체관람가","애니메이션,어드벤처,가족","사토준이치,야마구치스스무",NA,"2010-05-16",18,"일요일",0,0,0,"0",8.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1642,0
"케로로더무비드래곤워리어","2009-04-30",6010,206272,1945,126,"일본","에이원엔터테인먼트","전체관람가","애니메이션,SF,어드벤처","사토준이치,야마구치스스무","코자쿠라에츠코,나카타조지","2009-05-17",18,"일요일",0,0,0,"0",7.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3265,0
"코렐라인비밀의문","2009-05-21",13074,207978,3170,214,"미국",NA,"전체관람가","애니메이션,가족,판타지,어드벤처,드라마","헨리셀릭","테리해처,다코타패닝","2009-06-07",18,"일요일",0,0,0,"0",9.12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3170,0
"코리아","2012-05-03",77185,1623184,68660,536,"한국","씨제이이앤엠(주)","12세이상관람가","드라마","문현성","하지원,배두나,한예리,최윤영,박철민,김응수,오정세,이종석,박영서,박정학,허승,홍혜림,박지연,유영기,천우희,주영호,김재화,김원해,이한위,김인우","2012-05-20",18,"일요일",0,4,2,"0",8.54,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86477,0
"코알라키드영웅의탄생","2012-01-12",8477,196704,8326,214,"한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션","이경호","태민,써니,윤다훈,최정현","2012-01-29",18,"일요일",1,4,0,"0",8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,17229,1
"코코","2018-01-11",199350,2556253,106921,937,"미국","월트디즈니컴퍼니코리아유한책임회사","전체관람가","애니메이션","리언크리치","가엘가르시아베르날,앤서니곤잘레스,벤자민브랫","2018-01-28",18,"일요일",0,2,2,"4,467",9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,117651,0
"코코샤넬","2009-08-27",980,202977,24310,229,"프랑스","에스케이텔레콤(주)","15세이상관람가","드라마","앤폰테인","오드리토투,브누와뽀엘부르드","2009-09-13",18,"일요일",0,2,0,"0",6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24641,0
"코쿠리코언덕에서","2011-09-29",2515,193222,12756,215,"일본","씨제이이앤엠(주)","12세이상관람가","애니메이션,멜로/로맨스","미야자키고로",NA,"2011-10-16",18,"일요일",0,4,0,"0",6.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12756,0
"콜롬비아나","2011-08-31",17703,563972,28186,357,"미국","(주)시너지하우스(시너지),롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","올리비에메가턴","칼럼블루,조샐다나","2011-09-17",18,"토요일",1,4,2,"0",7.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,69901,1
"콜미바이유어네임","2018-03-22",4282,155275,11781,176,"이탈리아","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","청소년관람불가","드라마,멜로/로맨스","루카구아다니노","티모시샬라멧,아미해머,마이클스털버그,아미라캐사,에스더가렐","2018-04-08",18,"일요일",0,1,0,"1,415",7.56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21141,0
"콩스컬아일랜드","2017-03-08",25654,1649804,93804,780,"미국","워너브러더스코리아(주)","12세이상관람가","액션,어드벤처,판타지","조던복트-로버츠","톰히들스턴,브리라슨,사무엘L.잭슨,존굿맨","2017-03-25",18,"토요일",0,4,1,"2,936",7.78,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,98822,0
"콰이어트플레이스","2018-04-12",3647,502880,35950,542,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","공포(호러),스릴러,드라마","존크랜신스키","에밀리블런트,존크랜신스키,노아주프,밀리센트시몬스","2018-04-29",18,"일요일",0,4,0,"213",7.81,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,58244,0
"쿵푸팬더2","2011-05-26",222962,4115041,130076,747,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,액션,어드벤처,코미디,가족","여인영","더스틴호프만,잭블랙,안젤리나졸리,성룡","2011-06-12",18,"일요일",0,4,2,"0",8.72,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,130076,0
"쿵푸팬더3","2016-01-28",152038,3694799,222044,1126,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,액션,어드벤처","여인영,알레산드로칼로니","잭블랙,안젤리나졸리,더스틴호프만,성룡,세스로건,루시리우,데이빗크로스,J.K.시몬스","2016-02-14",18,"일요일",1,4,2,"12,441",8.63,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,224499,1
"퀴즈왕","2010-09-16",5109,558668,16061,296,"한국","(주)시네마서비스","15세이상관람가","코미디","장진","김수로,한재석,송영창,류승룡,장영남,이지용,류덕환,손일준,조덕현,박준서,한상구,한수진,고성일,장진,이수영,김용구,이태웅,이종필,김병옥,이철민,김원해,이한위,이해영,심은경","2010-10-03",18,"일요일",1,3,2,"0",5.89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,71624,1
"퀵","2011-07-20",148420,2213363,65763,473,"한국","씨제이이앤엠(주)","15세이상관람가","코미디,액션","조범구","이새별,고창석,강예원,이민기,김인권,김원영,홍승록,박은영,조용진,김은옥,이건우,안상훈,배승리,권영빈,주승환,주영민,변상윤,김가을,김결,서태원,박다솜,이지호,최민서,윤소연,윤승현,임혜원,박상현,윤지민,최연주,정수인,김병철,이해인,김재화,이희준,오정세,전국환,유승목,윤제문","2011-08-06",18,"토요일",0,4,2,"0",7.87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,125869,0
